time,tags,ozone,carbon_monoxide
2019-03-31 19:26:17.942,actual=green,141.0,48.0
2019-03-31 19:26:18.442,actual=green,142.0,43.0
2019-03-31 19:26:18.942,actual=green,140.0,47.0
2019-03-31 19:26:19.442,actual=green,143.0,50.0
2019-03-31 19:26:19.942,actual=green,142.0,45.0
2019-03-31 19:26:20.442,actual=green,140.0,48.0
2019-03-31 19:26:20.942,actual=green,141.0,49.0
2019-03-31 19:26:21.442,actual=green,139.0,47.0
2019-03-31 19:26:21.942,actual=green,140.0,45.0
2019-03-31 19:26:22.442,actual=green,145.0,40.0
2019-03-31 19:26:22.942,actual=green,141.0,45.0
2019-03-31 19:26:23.442,actual=green,136.0,41.0
2019-03-31 19:26:23.942,actual=green,141.0,36.0
2019-03-31 19:26:24.442,actual=green,146.0,31.0
2019-03-31 19:26:24.942,actual=green,145.0,30.0
2019-03-31 19:26:25.442,actual=green,143.0,27.0
2019-03-31 19:26:25.942,actual=green,147.0,22.0
2019-03-31 19:26:26.442,actual=green,144.0,24.0
2019-03-31 19:26:26.942,actual=green,146.0,27.0
2019-03-31 19:26:27.442,actual=green,147.0,32.0
2019-03-31 19:26:27.942,actual=green,152.0,30.0
2019-03-31 19:26:28.442,actual=green,150.0,32.0
2019-03-31 19:26:28.942,actual=green,153.0,27.0
2019-03-31 19:26:29.442,actual=green,151.0,30.0
2019-03-31 19:26:29.942,actual=green,146.0,26.0
2019-03-31 19:26:30.442,actual=green,150.0,24.0
2019-03-31 19:26:30.942,actual=green,153.0,20.0
2019-03-31 19:26:31.442,actual=green,148.0,18.0
2019-03-31 19:26:31.942,actual=green,143.0,23.0
2019-03-31 19:26:32.442,actual=green,141.0,18.0
2019-03-31 19:26:32.942,actual=green,146.0,20.0
2019-03-31 19:26:33.442,actual=green,145.0,24.0
2019-03-31 19:26:33.942,actual=green,145.0,19.0
2019-03-31 19:26:34.442,actual=green,143.0,22.0
2019-03-31 19:26:34.942,actual=green,147.0,18.0
2019-03-31 19:26:35.442,actual=green,142.0,25.0
2019-03-31 19:26:35.942,actual=green,138.0,25.0
2019-03-31 19:26:36.442,actual=green,133.0,23.0
2019-03-31 19:26:36.942,actual=green,138.0,21.0
2019-03-31 19:26:37.442,actual=green,142.0,24.0
2019-03-31 19:26:37.942,actual=green,137.0,24.0
2019-03-31 19:26:38.442,actual=green,137.0,25.0
2019-03-31 19:26:38.942,actual=green,137.0,24.0
2019-03-31 19:26:39.442,actual=green,142.0,27.0
2019-03-31 19:26:39.942,actual=green,145.0,26.0
2019-03-31 19:26:40.442,actual=green,143.0,23.0
2019-03-31 19:26:40.942,actual=green,141.0,23.0
2019-03-31 19:26:41.442,actual=green,141.0,20.0
2019-03-31 19:26:41.942,actual=green,137.0,15.0
2019-03-31 19:26:42.442,actual=green,136.0,25.0
2019-03-31 19:26:42.942,actual=green,132.0,27.0
2019-03-31 19:26:43.442,actual=green,135.0,26.0
2019-03-31 19:26:43.942,actual=green,136.0,21.0
2019-03-31 19:26:44.442,actual=green,136.0,22.0
2019-03-31 19:26:44.942,actual=green,132.0,17.0
2019-03-31 19:26:45.442,actual=green,128.0,25.0
2019-03-31 19:26:45.942,actual=green,125.0,28.0
2019-03-31 19:26:46.442,actual=green,124.0,28.0
2019-03-31 19:26:46.942,actual=green,128.0,24.0
2019-03-31 19:26:47.442,actual=green,124.0,23.0
2019-03-31 19:26:47.942,actual=green,122.0,18.0
2019-03-31 19:26:48.442,actual=green,123.0,21.0
2019-03-31 19:26:48.942,actual=green,118.0,20.0
2019-03-31 19:26:49.442,actual=green,115.0,17.0
2019-03-31 19:26:49.942,actual=green,115.0,19.0
2019-03-31 19:26:50.442,actual=green,120.0,21.0
2019-03-31 19:26:50.942,actual=green,119.0,18.0
2019-03-31 19:26:51.442,actual=green,123.0,22.0
2019-03-31 19:26:51.942,actual=green,125.0,23.0
2019-03-31 19:26:52.442,actual=green,125.0,27.0
2019-03-31 19:26:52.942,actual=green,127.0,31.0
2019-03-31 19:26:53.442,actual=green,132.0,33.0
2019-03-31 19:26:53.942,actual=green,128.0,36.0
2019-03-31 19:26:54.442,actual=green,133.0,34.0
2019-03-31 19:26:54.942,actual=green,135.0,30.0
2019-03-31 19:26:55.442,actual=green,140.0,27.0
2019-03-31 19:26:55.942,actual=green,138.0,26.0
2019-03-31 19:26:56.442,actual=green,143.0,27.0
2019-03-31 19:26:56.942,actual=green,141.0,31.0
2019-03-31 19:26:57.442,actual=green,142.0,32.0
2019-03-31 19:26:57.942,actual=green,146.0,28.0
2019-03-31 19:26:58.442,actual=green,142.0,27.0
2019-03-31 19:26:58.942,actual=green,147.0,26.0
2019-03-31 19:26:59.442,actual=green,150.0,23.0
2019-03-31 19:26:59.942,actual=green,152.0,25.0
2019-03-31 19:27:00.442,actual=green,155.0,29.0
2019-03-31 19:27:00.942,actual=green,153.0,33.0
2019-03-31 19:27:01.442,actual=green,153.0,33.0
2019-03-31 19:27:01.942,actual=green,153.0,30.0
2019-03-31 19:27:02.442,actual=green,148.0,28.0
2019-03-31 19:27:02.942,actual=green,151.0,33.0
2019-03-31 19:27:03.442,actual=green,156.0,38.0
2019-03-31 19:27:03.942,actual=green,160.0,34.0
2019-03-31 19:27:04.442,actual=green,160.0,36.0
2019-03-31 19:27:04.942,actual=green,163.0,39.0
2019-03-31 19:27:05.442,actual=green,162.0,36.0
2019-03-31 19:27:05.942,actual=green,165.0,37.0
2019-03-31 19:27:06.442,actual=green,167.0,36.0
2019-03-31 19:27:06.942,actual=green,171.0,31.0
2019-03-31 19:27:07.442,actual=green,168.0,27.0
2019-03-31 19:27:07.942,actual=green,173.0,24.0
2019-03-31 19:27:08.442,actual=green,172.0,21.0
2019-03-31 19:27:08.942,actual=green,167.0,17.0
2019-03-31 19:27:09.442,actual=green,164.0,22.0
2019-03-31 19:27:09.942,actual=green,160.0,27.0
2019-03-31 19:27:10.442,actual=green,164.0,28.0
2019-03-31 19:27:10.942,actual=green,165.0,31.0
2019-03-31 19:27:11.442,actual=green,164.0,30.0
2019-03-31 19:27:11.942,actual=green,162.0,30.0
2019-03-31 19:27:12.442,actual=green,164.0,32.0
2019-03-31 19:27:12.942,actual=green,166.0,36.0
2019-03-31 19:27:13.442,actual=green,171.0,33.0
2019-03-31 19:27:13.942,actual=green,171.0,33.0
2019-03-31 19:27:14.442,actual=green,176.0,31.0
2019-03-31 19:27:14.942,actual=green,172.0,36.0
2019-03-31 19:27:15.442,actual=green,174.0,33.0
2019-03-31 19:27:15.942,actual=green,179.0,37.0
2019-03-31 19:27:16.442,actual=green,175.0,42.0
2019-03-31 19:27:16.942,actual=green,179.0,46.0
2019-03-31 19:27:17.442,actual=green,183.0,42.0
2019-03-31 19:27:17.942,actual=green,178.0,40.0
2019-03-31 19:27:18.442,actual=green,178.0,42.0
2019-03-31 19:27:18.942,actual=green,182.0,42.0
2019-03-31 19:27:19.442,actual=green,187.0,46.0
2019-03-31 19:27:19.942,actual=green,184.0,44.0
2019-03-31 19:27:20.442,actual=green,189.0,40.0
2019-03-31 19:27:20.942,actual=green,191.0,35.0
2019-03-31 19:27:21.442,actual=green,187.0,35.0
2019-03-31 19:27:21.942,actual=green,190.0,35.0
2019-03-31 19:27:22.442,actual=green,187.0,40.0
2019-03-31 19:27:22.942,actual=green,190.0,38.0
2019-03-31 19:27:23.442,actual=green,190.0,36.0
2019-03-31 19:27:23.942,actual=green,195.0,38.0
2019-03-31 19:27:24.442,actual=green,194.0,34.0
2019-03-31 19:27:24.942,actual=green,196.0,38.0
2019-03-31 19:27:25.442,actual=green,194.0,39.0
2019-03-31 19:27:25.942,actual=green,199.0,43.0
2019-03-31 19:27:26.442,actual=green,196.0,45.0
2019-03-31 19:27:26.942,actual=green,196.0,40.0
2019-03-31 19:27:27.442,actual=green,197.0,44.0
2019-03-31 19:27:27.942,actual=green,196.0,43.0
2019-03-31 19:27:28.442,actual=green,192.0,39.0
2019-03-31 19:27:28.942,actual=green,192.0,41.0
2019-03-31 19:27:29.442,actual=green,196.0,46.0
2019-03-31 19:27:29.942,actual=green,196.0,46.0
2019-03-31 19:27:30.442,actual=green,197.0,41.0
2019-03-31 19:27:30.942,actual=green,199.0,46.0
2019-03-31 19:27:31.442,actual=green,198.0,50.0
2019-03-31 19:27:31.942,actual=green,199.0,46.0
2019-03-31 19:27:32.442,actual=green,197.0,45.0
2019-03-31 19:27:32.942,actual=green,197.0,44.0
2019-03-31 19:27:33.442,actual=green,193.0,46.0
2019-03-31 19:27:33.942,actual=green,196.0,48.0
2019-03-31 19:27:34.442,actual=green,196.0,50.0
2019-03-31 19:27:34.942,actual=green,195.0,50.0
2019-03-31 19:27:35.442,actual=green,193.0,53.0
2019-03-31 19:27:35.942,actual=green,189.0,56.0
2019-03-31 19:27:36.442,actual=green,193.0,55.0
2019-03-31 19:27:36.942,actual=green,194.0,51.0
2019-03-31 19:27:37.442,actual=green,199.0,47.0
2019-03-31 19:27:37.942,actual=green,198.0,50.0
2019-03-31 19:27:38.442,actual=green,196.0,51.0
2019-03-31 19:27:38.942,actual=green,195.0,50.0
2019-03-31 19:27:39.442,actual=green,200.0,47.0
2019-03-31 19:27:39.942,actual=green,198.0,45.0
2019-03-31 19:27:40.442,actual=green,201.0,43.0
2019-03-31 19:27:40.942,actual=green,197.0,44.0
2019-03-31 19:27:41.442,actual=green,194.0,41.0
2019-03-31 19:27:41.942,actual=green,193.0,37.0
2019-03-31 19:27:42.442,actual=green,190.0,39.0
2019-03-31 19:27:42.942,actual=green,187.0,39.0
2019-03-31 19:27:43.442,actual=green,183.0,39.0
2019-03-31 19:27:43.942,actual=green,184.0,39.0
2019-03-31 19:27:44.442,actual=green,181.0,34.0
2019-03-31 19:27:44.942,actual=green,181.0,29.0
2019-03-31 19:27:45.442,actual=green,179.0,31.0
2019-03-31 19:27:45.942,actual=green,179.0,28.0
2019-03-31 19:27:46.442,actual=green,180.0,31.0
2019-03-31 19:27:46.942,actual=green,183.0,26.0
2019-03-31 19:27:47.442,actual=green,178.0,24.0
2019-03-31 19:27:47.942,actual=green,181.0,28.0
2019-03-31 19:27:48.442,actual=green,179.0,31.0
2019-03-31 19:27:48.942,actual=green,180.0,28.0
2019-03-31 19:27:49.442,actual=green,180.0,27.0
2019-03-31 19:27:49.942,actual=green,182.0,26.0
2019-03-31 19:27:50.442,actual=green,181.0,27.0
2019-03-31 19:27:50.942,actual=green,179.0,30.0
2019-03-31 19:27:51.442,actual=green,174.0,34.0
2019-03-31 19:27:51.942,actual=green,179.0,35.0
2019-03-31 19:27:52.442,actual=green,184.0,40.0
2019-03-31 19:27:52.942,actual=green,180.0,45.0
2019-03-31 19:27:53.442,actual=green,182.0,49.0
2019-03-31 19:27:53.942,actual=green,177.0,52.0
2019-03-31 19:27:54.442,actual=green,173.0,50.0
2019-03-31 19:27:54.942,actual=green,170.0,47.0
2019-03-31 19:27:55.442,actual=green,173.0,47.0
2019-03-31 19:27:55.942,actual=green,168.0,49.0
2019-03-31 19:27:56.442,actual=green,164.0,49.0
2019-03-31 19:27:56.942,actual=green,159.0,46.0
2019-03-31 19:27:57.442,actual=green,161.0,47.0
2019-03-31 19:27:57.942,actual=green,161.0,42.0
2019-03-31 19:27:58.442,actual=green,162.0,45.0
2019-03-31 19:27:58.942,actual=green,164.0,50.0
2019-03-31 19:27:59.442,actual=green,159.0,55.0
2019-03-31 19:27:59.942,actual=green,158.0,54.0
2019-03-31 19:28:00.442,actual=green,162.0,54.0
2019-03-31 19:28:00.942,actual=green,159.0,52.0
2019-03-31 19:28:01.442,actual=green,163.0,53.0
2019-03-31 19:28:01.942,actual=green,162.0,51.0
2019-03-31 19:28:02.442,actual=green,161.0,47.0
2019-03-31 19:28:02.942,actual=green,161.0,50.0
2019-03-31 19:28:03.442,actual=green,164.0,53.0
2019-03-31 19:28:03.942,actual=green,168.0,56.0
2019-03-31 19:28:04.442,actual=green,167.0,51.0
2019-03-31 19:28:04.942,actual=green,171.0,52.0
2019-03-31 19:28:05.442,actual=green,173.0,56.0
2019-03-31 19:28:05.942,actual=green,174.0,58.0
2019-03-31 19:28:06.442,actual=green,173.0,63.0
2019-03-31 19:28:06.942,actual=green,178.0,67.0
2019-03-31 19:28:07.442,actual=green,173.0,65.0
2019-03-31 19:28:07.942,actual=green,173.0,67.0
2019-03-31 19:28:08.442,actual=green,168.0,64.0
2019-03-31 19:28:08.942,actual=green,163.0,62.0
2019-03-31 19:28:09.442,actual=green,165.0,58.0
2019-03-31 19:28:09.942,actual=green,167.0,58.0
2019-03-31 19:28:10.442,actual=green,162.0,57.0
2019-03-31 19:28:10.942,actual=green,165.0,59.0
2019-03-31 19:28:11.442,actual=green,170.0,59.0
2019-03-31 19:28:11.942,actual=green,173.0,61.0
2019-03-31 19:28:12.442,actual=green,176.0,61.0
2019-03-31 19:28:12.942,actual=green,179.0,58.0
2019-03-31 19:28:13.442,actual=green,177.0,58.0
2019-03-31 19:28:13.942,actual=green,173.0,57.0
2019-03-31 19:28:14.442,actual=green,178.0,56.0
2019-03-31 19:28:14.942,actual=green,176.0,56.0
2019-03-31 19:28:15.442,actual=green,179.0,52.0
2019-03-31 19:28:15.942,actual=green,180.0,54.0
2019-03-31 19:28:16.442,actual=green,183.0,50.0
2019-03-31 19:28:16.942,actual=green,178.0,47.0
2019-03-31 19:28:17.442,actual=green,180.0,43.0
2019-03-31 19:28:17.942,actual=green,178.0,46.0
2019-03-31 19:28:18.442,actual=green,174.0,49.0
2019-03-31 19:28:18.942,actual=green,176.0,50.0
2019-03-31 19:28:19.442,actual=green,181.0,47.0
2019-03-31 19:28:19.942,actual=green,182.0,47.0
2019-03-31 19:28:20.442,actual=green,186.0,51.0
2019-03-31 19:28:20.942,actual=green,188.0,55.0
2019-03-31 19:28:21.442,actual=green,185.0,54.0
2019-03-31 19:28:21.942,actual=green,189.0,59.0
2019-03-31 19:28:22.442,actual=green,193.0,54.0
2019-03-31 19:28:22.942,actual=green,194.0,49.0
2019-03-31 19:28:23.442,actual=green,195.0,48.0
2019-03-31 19:28:23.942,actual=green,198.0,49.0
2019-03-31 19:28:24.442,actual=green,200.0,52.0
2019-03-31 19:28:24.942,actual=green,196.0,54.0
2019-03-31 19:28:25.442,actual=green,201.0,53.0
2019-03-31 19:28:25.942,actual=green,201.0,51.0
2019-03-31 19:28:26.442,actual=green,199.0,52.0
2019-03-31 19:28:26.942,actual=green,201.0,47.0
2019-03-31 19:28:27.442,actual=green,204.0,48.0
2019-03-31 19:28:27.942,actual=green,204.0,44.0
2019-03-31 19:28:28.442,actual=green,203.0,45.0
2019-03-31 19:28:28.942,actual=green,198.0,43.0
2019-03-31 19:28:29.442,actual=green,200.0,40.0
2019-03-31 19:28:29.942,actual=green,195.0,39.0
2019-03-31 19:28:30.442,actual=green,198.0,38.0
2019-03-31 19:28:30.942,actual=green,196.0,35.0
2019-03-31 19:28:31.442,actual=green,200.0,40.0
2019-03-31 19:28:31.942,actual=green,199.0,39.0
2019-03-31 19:28:32.442,actual=green,194.0,43.0
2019-03-31 19:28:32.942,actual=green,198.0,41.0
2019-03-31 19:28:33.442,actual=green,196.0,39.0
2019-03-31 19:28:33.942,actual=green,193.0,44.0
2019-03-31 19:28:34.442,actual=green,194.0,39.0
2019-03-31 19:28:34.942,actual=green,195.0,43.0
2019-03-31 19:28:35.442,actual=green,199.0,48.0
2019-03-31 19:28:35.942,actual=green,200.0,53.0
2019-03-31 19:28:36.442,actual=green,204.0,54.0
2019-03-31 19:28:36.942,actual=green,207.0,54.0
2019-03-31 19:28:37.442,actual=green,209.0,53.0
2019-03-31 19:28:37.942,actual=green,212.0,48.0
2019-03-31 19:28:38.442,actual=green,204.0,43.0
2019-03-31 19:28:38.942,actual=green,201.0,40.0
2019-03-31 19:28:39.442,actual=green,206.0,36.0
2019-03-31 19:28:39.942,actual=green,203.0,33.0
2019-03-31 19:28:40.442,actual=green,208.0,35.0
2019-03-31 19:28:40.942,actual=green,213.0,34.0
2019-03-31 19:28:41.442,actual=green,211.0,36.0
2019-03-31 19:28:41.942,actual=green,210.0,35.0
2019-03-31 19:28:42.442,actual=green,211.0,37.0
2019-03-31 19:28:42.942,actual=green,206.0,32.0
2019-03-31 19:28:43.442,actual=green,211.0,30.0
2019-03-31 19:28:43.942,actual=green,204.0,31.0
2019-03-31 19:28:44.442,actual=green,200.0,35.0
2019-03-31 19:28:44.942,actual=green,197.0,32.0
2019-03-31 19:28:45.442,actual=green,201.0,27.0
2019-03-31 19:28:45.942,actual=green,196.0,22.0
2019-03-31 19:28:46.442,actual=green,191.0,19.0
2019-03-31 19:28:46.942,actual=green,190.0,29.0
2019-03-31 19:28:47.442,actual=green,195.0,30.0
2019-03-31 19:28:47.942,actual=green,193.0,26.0
2019-03-31 19:28:48.442,actual=green,194.0,27.0
2019-03-31 19:28:48.942,actual=green,199.0,28.0
2019-03-31 19:28:49.442,actual=green,199.0,24.0
2019-03-31 19:28:49.942,actual=green,196.0,26.0
2019-03-31 19:28:50.442,actual=green,199.0,26.0
2019-03-31 19:28:50.942,actual=green,200.0,29.0
2019-03-31 19:28:51.442,actual=green,199.0,33.0
2019-03-31 19:28:51.942,actual=green,197.0,31.0
2019-03-31 19:28:52.442,actual=green,196.0,32.0
2019-03-31 19:28:52.942,actual=green,193.0,30.0
2019-03-31 19:28:53.442,actual=green,194.0,33.0
2019-03-31 19:28:53.942,actual=green,195.0,28.0
2019-03-31 19:28:54.442,actual=green,190.0,25.0
2019-03-31 19:28:54.942,actual=green,190.0,28.0
2019-03-31 19:28:55.442,actual=green,187.0,26.0
2019-03-31 19:28:55.942,actual=green,190.0,22.0
2019-03-31 19:28:56.442,actual=green,192.0,23.0
2019-03-31 19:28:56.942,actual=green,194.0,25.0
2019-03-31 19:28:57.442,actual=green,192.0,29.0
2019-03-31 19:28:57.942,actual=green,190.0,28.0
2019-03-31 19:28:58.442,actual=green,192.0,26.0
2019-03-31 19:28:58.942,actual=green,196.0,30.0
2019-03-31 19:28:59.442,actual=green,199.0,29.0
2019-03-31 19:28:59.942,actual=green,204.0,34.0
2019-03-31 19:29:00.442,actual=green,200.0,37.0
2019-03-31 19:29:00.942,actual=green,197.0,34.0
2019-03-31 19:29:01.442,actual=green,198.0,33.0
2019-03-31 19:29:01.942,actual=green,194.0,36.0
2019-03-31 19:29:02.442,actual=green,197.0,33.0
2019-03-31 19:29:02.942,actual=green,202.0,28.0
2019-03-31 19:29:03.442,actual=green,204.0,25.0
2019-03-31 19:29:03.942,actual=green,202.0,25.0
2019-03-31 19:29:04.442,actual=green,203.0,23.0
2019-03-31 19:29:04.942,actual=green,206.0,20.0
2019-03-31 19:29:05.442,actual=green,201.0,23.0
2019-03-31 19:29:05.942,actual=green,206.0,27.0
2019-03-31 19:29:06.442,actual=green,211.0,24.0
2019-03-31 19:29:06.942,actual=green,208.0,26.0
2019-03-31 19:29:07.442,actual=green,208.0,25.0
2019-03-31 19:29:07.942,actual=green,210.0,20.0
2019-03-31 19:29:08.442,actual=green,212.0,16.0
2019-03-31 19:29:08.942,actual=green,210.0,25.0
2019-03-31 19:29:09.442,actual=green,213.0,22.0
2019-03-31 19:29:09.942,actual=green,208.0,22.0
2019-03-31 19:29:10.442,actual=green,209.0,19.0
2019-03-31 19:29:10.942,actual=green,210.0,25.0
2019-03-31 19:29:11.442,actual=green,210.0,29.0
2019-03-31 19:29:11.942,actual=green,212.0,27.0
2019-03-31 19:29:12.442,actual=green,211.0,30.0
2019-03-31 19:29:12.942,actual=green,203.0,34.0
2019-03-31 19:29:13.442,actual=green,206.0,33.0
2019-03-31 19:29:13.942,actual=green,202.0,28.0
2019-03-31 19:29:14.442,actual=green,197.0,27.0
2019-03-31 19:29:14.942,actual=green,200.0,30.0
2019-03-31 19:29:15.442,actual=green,201.0,26.0
2019-03-31 19:29:15.942,actual=green,199.0,23.0
2019-03-31 19:29:16.442,actual=green,203.0,21.0
2019-03-31 19:29:16.942,actual=green,200.0,25.0
2019-03-31 19:29:17.442,actual=green,202.0,24.0
2019-03-31 19:29:17.942,actual=green,203.0,28.0
2019-03-31 19:29:18.442,actual=green,208.0,31.0
2019-03-31 19:29:18.942,actual=green,208.0,33.0
2019-03-31 19:29:19.442,actual=green,204.0,32.0
2019-03-31 19:29:19.942,actual=green,206.0,36.0
2019-03-31 19:29:20.442,actual=green,209.0,38.0
2019-03-31 19:29:20.942,actual=green,212.0,35.0
2019-03-31 19:29:21.442,actual=green,204.0,32.0
2019-03-31 19:29:21.942,actual=green,207.0,31.0
2019-03-31 19:29:22.442,actual=green,211.0,29.0
2019-03-31 19:29:22.942,actual=green,209.0,26.0
2019-03-31 19:29:23.442,actual=green,213.0,25.0
2019-03-31 19:29:23.942,actual=green,212.0,30.0
2019-03-31 19:29:24.442,actual=green,203.0,33.0
2019-03-31 19:29:24.942,actual=green,208.0,28.0
2019-03-31 19:29:25.442,actual=green,205.0,23.0
2019-03-31 19:29:25.942,actual=green,207.0,24.0
2019-03-31 19:29:26.442,actual=green,202.0,23.0
2019-03-31 19:29:26.942,actual=green,197.0,18.0
2019-03-31 19:29:27.442,actual=green,196.0,21.0
2019-03-31 19:29:27.942,actual=green,196.0,17.0
2019-03-31 19:29:28.442,actual=green,195.0,25.0
2019-03-31 19:29:28.942,actual=green,191.0,22.0
2019-03-31 19:29:29.442,actual=green,188.0,27.0
2019-03-31 19:29:29.942,actual=green,191.0,30.0
2019-03-31 19:29:30.442,actual=green,196.0,35.0
2019-03-31 19:29:30.942,actual=green,192.0,35.0
2019-03-31 19:29:31.442,actual=green,193.0,33.0
2019-03-31 19:29:31.942,actual=green,188.0,33.0
2019-03-31 19:29:32.442,actual=green,193.0,35.0
2019-03-31 19:29:32.942,actual=green,192.0,31.0
2019-03-31 19:29:33.442,actual=green,192.0,27.0
2019-03-31 19:29:33.942,actual=green,191.0,27.0
2019-03-31 19:29:34.442,actual=green,192.0,26.0
2019-03-31 19:29:34.942,actual=green,192.0,29.0
2019-03-31 19:29:35.442,actual=green,192.0,30.0
2019-03-31 19:29:35.942,actual=green,195.0,28.0
2019-03-31 19:29:36.442,actual=green,197.0,33.0
2019-03-31 19:29:36.942,actual=green,202.0,37.0
2019-03-31 19:29:37.442,actual=green,205.0,37.0
2019-03-31 19:29:37.942,actual=green,209.0,41.0
2019-03-31 19:29:38.442,actual=green,211.0,37.0
2019-03-31 19:29:38.942,actual=green,206.0,42.0
2019-03-31 19:29:39.442,actual=green,207.0,47.0
2019-03-31 19:29:39.942,actual=green,209.0,44.0
2019-03-31 19:29:40.442,actual=green,205.0,42.0
2019-03-31 19:29:40.942,actual=green,208.0,37.0
2019-03-31 19:29:41.442,actual=green,212.0,34.0
2019-03-31 19:29:41.942,actual=green,211.0,36.0
2019-03-31 19:29:42.442,actual=green,208.0,31.0
2019-03-31 19:29:42.942,actual=green,206.0,33.0
2019-03-31 19:29:43.442,actual=green,205.0,32.0
2019-03-31 19:29:43.942,actual=green,208.0,28.0
2019-03-31 19:29:44.442,actual=green,213.0,27.0
2019-03-31 19:29:44.942,actual=green,207.0,31.0
2019-03-31 19:29:45.442,actual=green,208.0,35.0
2019-03-31 19:29:45.942,actual=green,205.0,37.0
2019-03-31 19:29:46.442,actual=green,204.0,39.0
2019-03-31 19:29:46.942,actual=green,206.0,39.0
2019-03-31 19:29:47.442,actual=green,208.0,44.0
2019-03-31 19:29:47.942,actual=green,209.0,46.0
2019-03-31 19:29:48.442,actual=green,207.0,42.0
2019-03-31 19:29:48.942,actual=green,210.0,38.0
2019-03-31 19:29:49.442,actual=green,212.0,35.0
2019-03-31 19:29:49.942,actual=green,208.0,31.0
2019-03-31 19:29:50.442,actual=green,204.0,26.0
2019-03-31 19:29:50.942,actual=green,205.0,31.0
2019-03-31 19:29:51.442,actual=green,210.0,26.0
2019-03-31 19:29:51.942,actual=green,210.0,21.0
2019-03-31 19:29:52.442,actual=green,210.0,24.0
2019-03-31 19:29:52.942,actual=green,213.0,24.0
2019-03-31 19:29:53.442,actual=green,212.0,19.0
2019-03-31 19:29:53.942,actual=green,203.0,25.0
2019-03-31 19:29:54.442,actual=green,198.0,20.0
2019-03-31 19:29:54.942,actual=green,202.0,18.0
2019-03-31 19:29:55.442,actual=green,200.0,21.0
2019-03-31 19:29:55.942,actual=green,201.0,25.0
2019-03-31 19:29:56.442,actual=green,199.0,30.0
2019-03-31 19:29:56.942,actual=green,203.0,27.0
2019-03-31 19:29:57.442,actual=green,205.0,26.0
2019-03-31 19:29:57.942,actual=green,203.0,26.0
2019-03-31 19:29:58.442,actual=green,207.0,29.0
2019-03-31 19:29:58.942,actual=green,210.0,34.0
2019-03-31 19:29:59.442,actual=green,213.0,31.0
2019-03-31 19:29:59.942,actual=green,210.0,28.0
2019-03-31 19:30:00.442,actual=green,210.0,33.0
2019-03-31 19:30:00.942,actual=green,205.0,29.0
2019-03-31 19:30:01.442,actual=green,204.0,26.0
2019-03-31 19:30:01.942,actual=green,202.0,26.0
2019-03-31 19:30:02.442,actual=green,205.0,24.0
2019-03-31 19:30:02.942,actual=green,206.0,22.0
2019-03-31 19:30:03.442,actual=green,202.0,21.0
2019-03-31 19:30:03.942,actual=green,197.0,26.0
2019-03-31 19:30:04.442,actual=green,202.0,22.0
2019-03-31 19:30:04.942,actual=green,200.0,27.0
2019-03-31 19:30:05.442,actual=green,205.0,23.0
2019-03-31 19:30:05.942,actual=green,200.0,23.0
2019-03-31 19:30:06.442,actual=green,198.0,19.0
2019-03-31 19:30:06.942,actual=green,194.0,26.0
2019-03-31 19:30:07.442,actual=green,197.0,22.0
2019-03-31 19:30:07.942,actual=green,197.0,25.0
2019-03-31 19:30:08.442,actual=green,193.0,24.0
2019-03-31 19:30:08.942,actual=green,193.0,22.0
2019-03-31 19:30:09.442,actual=green,196.0,23.0
2019-03-31 19:30:09.942,actual=green,198.0,27.0
2019-03-31 19:30:10.442,actual=green,194.0,27.0
2019-03-31 19:30:10.942,actual=green,199.0,26.0
2019-03-31 19:30:11.442,actual=green,199.0,27.0
2019-03-31 19:30:11.942,actual=green,194.0,24.0
2019-03-31 19:30:12.442,actual=green,193.0,26.0
2019-03-31 19:30:12.942,actual=green,195.0,25.0
2019-03-31 19:30:13.442,actual=green,199.0,27.0
2019-03-31 19:30:13.942,actual=green,201.0,25.0
2019-03-31 19:30:14.442,actual=green,196.0,29.0
2019-03-31 19:30:14.942,actual=green,194.0,29.0
2019-03-31 19:30:15.442,actual=green,198.0,34.0
2019-03-31 19:30:15.942,actual=green,202.0,33.0
2019-03-31 19:30:16.442,actual=green,202.0,37.0
2019-03-31 19:30:16.942,actual=green,204.0,40.0
2019-03-31 19:30:17.442,actual=green,201.0,41.0
2019-03-31 19:30:17.942,actual=green,205.0,45.0
2019-03-31 19:30:18.442,actual=green,205.0,41.0
2019-03-31 19:30:18.942,actual=green,209.0,43.0
2019-03-31 19:30:19.442,actual=green,208.0,41.0
2019-03-31 19:30:19.942,actual=green,210.0,38.0
2019-03-31 19:30:20.442,actual=green,209.0,39.0
2019-03-31 19:30:20.942,actual=green,211.0,40.0
2019-03-31 19:30:21.442,actual=green,210.0,41.0
2019-03-31 19:30:21.942,actual=green,214.0,37.0
2019-03-31 19:30:22.442,actual=green,204.0,40.0
2019-03-31 19:30:22.942,actual=green,207.0,39.0
2019-03-31 19:30:23.442,actual=green,202.0,39.0
2019-03-31 19:30:23.942,actual=green,205.0,37.0
2019-03-31 19:30:24.442,actual=green,201.0,40.0
2019-03-31 19:30:24.942,actual=green,200.0,39.0
2019-03-31 19:30:25.442,actual=green,203.0,34.0
2019-03-31 19:30:25.942,actual=green,203.0,38.0
2019-03-31 19:30:26.442,actual=green,204.0,43.0
2019-03-31 19:30:26.942,actual=green,209.0,40.0
